挨肩兒,aijianer
娭姐,aijie
唉姐,aijie
哀矜,aijin
挨近,aijin
埃居,aiju
哀哭,aiku
哀哭切齿,aikuqiechi
哀哭切齒,aikuqiechi
埃蕾,ailei
哀憐,ailian
哀怜,ailian
挨門,aimen
挨门,aimen
哀憫,aimin
哀悯,aimin
哀鳴,aiming
哀鸣,aiming
哀莫大于心死,aimodayuxinsi
哀莫大於心死,aimodayuxinsi
哀戚,aiqi
哀啟,aiqi
哀启,aiqi
哀泣,aiqi
哀求,aiqiu
哀劝,aiquan
哀勸,aiquan
哀榮,airong
哀荣,airong
哀伤,aishang
哀傷,aishang
哀伤地,aishangde
哀傷地,aishangde
唉聲嘆氣,aishengtanqi
唉声叹气,aishengtanqi
哀失,aishi
哀思,aisi
埃斯库多,aisikuduo
埃斯庫多,aisikuduo
哀嘆,aitan
哀叹,aitan
哀慟,aitong
哀恸,aitong
哀痛,aitong
哀婉,aiwan
哎呀,aiya
哀艷,aiyan
哀艳,aiyan
哎哟,aiyo
哎喲,aiyo
哎唷,aiyo
哀怨,aiyuan
哀乐,aiyue
哀樂,aiyue
挨著,aizhe
挨着,aizhe
哀子,aizi
皑皑,aiai
皚皚,aiai
挨餓,aie
挨饿,aie
挨板子,aibanzi
癌变,aibian
癌變,aibian
挨呲兒,aicier
挨呲儿,aicier
挨打,aida
挨打受骂,aidashouma
挨打受罵,aidashouma
挨打受气,aidashouqi
挨打受氣,aidashouqi
挨鬥,aidou
挨斗,aidou
挨飢抵餓,aijidie
挨饥抵饿,aijidie
挨挤,aiji
挨擠,aiji
挨克,aikei
挨剋,aikei
挨骂,aima
挨罵,aima
挨批,aipi
挨時間,aishijian
挨时间,aishijian
挨頭子,aitouzi
挨头子,aitouzi
癌細胞,aixibao
癌细胞,aixibao
挨延,aiyan
捱延,aiyan
挨宰,aizai
挨整,aizheng
癌症,aizheng
挨揍,aizou
藹藹,aiai
靄靄,aiai
蔼蔼,aiai
霭霭,aiai
矮半截,aibanjie
矮醜窮,aichouqiong
矮丑穷,aichouqiong
矮呆病,aidaibing
矮凳,aideng
靄滴,aidi
霭滴,aidi
矮地茶,aidicha
矮墩墩,aidundun
矮杆品种,aiganpinzhong
矮桿品種,aiganpinzhong
矮个儿,aigeer
矮個兒,aigeer
矮瓜,aigua
矮黑人,aiheiren
矮化,aihua
矮脚白花蛇利草,aijiaobaihuashelicao
矮腳白花蛇利草,aijiaobaihuashelicao
矮脚苦蒿,aijiaokuhao
矮腳苦蒿,aijiaokuhao
矮腳羅傘,aijiaoluosan
矮脚罗伞,aijiaoluosan
矮莖朱砂根,aijingzhushagen
矮茎朱砂根,aijingzhushagen
矮林,ailin
矮鹿,ailu
矮胖,aipang
藹然,airan
蔼然,airan
矮人,airen
矮樹,aishu
矮树,aishu
矮小,aixiao
矮小精悍,aixiaojinghan
矮星,aixing
矮行星,aixingxing
矮杨梅,aiyangmei
矮楊梅,aiyangmei
矮壯素,aizhuangsu
矮壮素,aizhuangsu
矮子,aizi
矮子里拔将军,aizilibajiangjun
矮子裡拔將軍,aizilibajiangjun
靉靉,aiai
叆叆,aiai
爱爱,aiai
愛愛,aiai
愛別離苦,aibieliku
爱别离苦,aibieliku
愛不忍釋,aiburenshi
爱不忍释,aiburenshi
爱不释手,aibushishou
愛不釋手,aibushishou
愛財,aicai
爱财,aicai
愛財如命,aicairuming
爱财如命,aicairuming
艾草,aicao
爱称,aicheng
愛稱,aicheng
靉靆,aidai
叆叇,aidai
爱戴,aidai
愛戴,aidai
愛得死去活來,aidesiquhuolai
爱得死去活来,aidesiquhuolai
艾冬花,aidonghua
爱疯,aifeng
愛瘋,aifeng
噯腐,aifu
爱抚,aifu
愛撫,aifu
嗳腐,aifu
噯腐吞酸,aifutunsuan
嗳腐吞酸,aifutunsuan
愛崗敬業,aigangjingye
爱岗敬业,aigangjingye
隘谷,aigu
愛國,aiguo
爱国,aiguo
爱国如家,aiguorujia
愛國如家,aiguorujia
愛國者,aiguozhe
爱国者,aiguozhe
愛國主義,aiguozhuyi
爱国主义,aiguozhuyi
艾蒿,aihao
爱好,aihao
愛好,aihao
愛好者,aihaozhe
爱好者,aihaozhe
愛河,aihe
爱河,aihe
愛護,aihu
爱护,aihu
爱将,aijiang
愛將,aijiang
艾灸,aijiu
艾卷,aijuan
愛克斯光,aikesiguang
爱克斯光,aikesiguang
愛克斯射線,aikesishexian
爱克斯射线,aikesishexian
隘口,aikou
碍口,aikou
礙口,aikou
碍口识羞,aikoushixiu
礙口識羞,aikoushixiu
爱理不理,ailibuli
愛理不理,ailibuli
爱怜,ailian
愛憐,ailian
爱恋,ailian
愛戀,ailian
隘路,ailu
爱侣,ailv
愛侶,ailv
爱美,aimei
愛美,aimei
暧昧,aimei
曖昧,aimei
暧昧关系,aimeiguanxi
曖昧關係,aimeiguanxi
礙面子,aimianzi
爱面子,aimianzi
愛面子,aimianzi
碍面子,aimianzi
爱民如子,aiminruzi
愛民如子,aiminruzi
愛莫能助,aimonengzhu
爱莫能助,aimonengzhu
爱慕,aimu
愛慕,aimu
爱慕虚荣,aimuxurong
愛慕虛榮,aimuxurong
艾纳香,ainaxiang
艾納香,ainaxiang
碍难,ainan
礙難,ainan
碍难从命,ainancongming
礙難從命,ainancongming
爱能移山,ainengyishan
愛能移山,ainengyishan
爱昵,aini
愛昵,aini
艾片,aipian
爱漂亮,aipiaoliang
愛漂亮,aipiaoliang
艾扑西龙,aipuxilong
艾撲西龍,aipuxilong
噯氣,aiqi
嗳气,aiqi
噯氣嘔逆,aiqiouni
嗳气呕逆,aiqiouni
噯氣腐臭,aiqifuchou
嗳气腐臭,aiqifuchou
嗳气酸腐,aiqisuanfu
噯氣酸腐,aiqisuanfu
噯氣吞酸,aiqitunsuan
嗳气吞酸,aiqitunsuan
愛情,aiqing
爱情,aiqing
愛情片,aiqingpian
爱情片,aiqingpian
爱情喜剧,aiqingxiju
愛情喜劇,aiqingxiju
愛情征服一切,aiqingzhengfuyiqie
爱情征服一切,aiqingzhengfuyiqie
爱犬,aiquan
愛犬,aiquan
爱人如己,airenruji
愛人如己,airenruji
爱人,airen
愛人,airen
艾绒,airong
艾絨,airong
愛上,aishang
爱上,aishang
愛誰誰,aisheishei
爱谁谁,aisheishei
爱神,aishen
愛神,aishen
艾实,aishi
艾實,aishi
碍事,aishi
礙事,aishi
礙手礙腳,aishouaijiao
碍手碍脚,aishouaijiao
愛死病,aisibing
爱死病,aisibing
噯酸,aisuan
嗳酸,aisuan
艾塔,aita
艾炭,aitan
艾條,aitiao
艾条,aitiao
艾条灸,aitiaojiu
艾條灸,aitiaojiu
艾条雀啄灸,aitiaoquezhuojiu
艾條雀啄灸,aitiaoquezhuojiu
艾条温和灸,aitiaowenhejiu
艾條溫和灸,aitiaowenhejiu
碍胃口,aiweikou
礙胃口,aiweikou
爱窝窝,aiwowo
艾窩窩,aiwowo
愛窩窩,aiwowo
艾窝窝,aiwowo
爱屋及鸟,aiwujiniao
愛屋及鳥,aiwujiniao
爱屋及乌,aiwujiwu
愛屋及烏,aiwujiwu
爱惜,aixi
愛惜,aixi
爱现,aixian
愛現,aixian
爱心,aixin
愛心,aixin
碍眼,aiyan
礙眼,aiyan
艾葉,aiye
艾叶,aiye
艾葉炭,aiyetan
艾叶炭,aiyetan
艾葉油,aiyeyou
艾叶油,aiyeyou
爱意,aiyi
愛意,aiyi
爱游玩,aiyouwan
愛遊玩,aiyouwan
愛玉子,aiyuzi
爱玉子,aiyuzi
爱乐,aiyue
愛樂,aiyue
爱乐乐团,aiyueyuetuan
愛樂樂團,aiyueyuetuan
爱憎,aizeng
愛憎,aizeng
爱憎分明,aizengfenming
愛憎分明,aizengfenming
爱之如命,aizhiruming
愛之如命,aizhiruming
艾炷,aizhu
艾炷灸,aizhujiu
艾滋,aizi
爱滋,aizi
愛滋,aizi
艾兹病,aizibing
愛滋病,aizibing
艾滋病,aizibing
艾茲病,aizibing
爱滋病,aizibing
艾滋病病毒,aizibingbingdu
艾滋病毒,aizibingdu
爱滋病毒,aizibingdu
愛滋病毒,aizibingdu
艾滋病患者,aizibinghuanzhe
艾滋病抗體,aizibingkangti
艾滋病抗体,aizibingkangti
爱子,aizi
愛子,aizi
氨吖啶,anading
媕婀,ane
安邦,anbang
安保,anbao
安瓿,anbu
安步当车,anbudangche
安步當車,anbudangche
安瓿瓶,anbuping
安插,ancha
鵪鶉,anchun
鹌鹑,anchun
安打,anda
安抵,andi
鞍點,andian
鞍点,andian
安定,anding
安定化,andinghua
安頓,andun
安顿,andun
安多芬,anduofen
安放,anfang
安非他明,anfeitaming
安非他命,anfeitaming
安分,anfen
安分守己,anfenshouji
安抚,anfu
安撫,anfu
安富恤贫,anfuxupin
安富恤貧,anfuxupin
安富恤窮,anfuxuqiong
安富恤穷,anfuxuqiong
安好,anhao
安华,anhua
安華,anhua
安魂弥撒,anhunmisa
安魂彌撒,anhunmisa
氨基,anji
氨基苯酸,anjibensuan
氨基甲酸酯类化合物,anjijiasuanzhileihuahewu
氨基甲酸酯類化合物,anjijiasuanzhileihuahewu
氨基葡糖,anjiputang
氨基葡萄糖,anjiputaotang
氨基酸,anjisuan
安吉尔,anjier
安吉爾,anjier
安家,anjia
安家立業,anjialiye
安家立业,anjialiye
安家落户,anjialuohu
安家落戶,anjialuohu
安檢,anjian
安检,anjian
安靜,anjing
安静,anjing
安居,anju
安居工程,anjugongcheng
安居樂業,anjuleye
安居乐业,anjuleye
安康,ankang
鮟鱇,ankang
安可,anke
安樂,anle
安乐,anle
安樂死,anlesi
安乐死,anlesi
安樂窩,anlewo
安乐窝,anlewo
諳練,anlian
谙练,anlian
氨纶,anlun
氨綸,anlun
鞍马,anma
鞍馬,anma
鞍马劳顿,anmalaodun
鞍馬勞頓,anmalaodun
安謐,anmi
安谧,anmi
安眠,anmian
安眠酮,anmiantong
安眠药,anmianyao
安眠藥,anmianyao
安民告示,anmingaoshi
庵摩勒,anmole
庵摩落迦果,anmoluojiaguo
安乃近,annaijin
安南子,annanzi
安宁,anning
安寧,anning
安宁病房,anningbingfang
安寧病房,anningbingfang
安宁片,anningpian
安寧片,anningpian
安排,anpai
安培,anpei
安培表,anpeibiao
安培計,anpeiji
安培计,anpeiji
安培小時,anpeixiaoshi
安培小时,anpeixiaoshi
安貧樂道,anpinledao
安贫乐道,anpinledao
安琪兒,anqier
安琪儿,anqier
氨氣,anqi
氨气,anqi
鞍前马后,anqianmahou
鞍前馬後,anqianmahou
安全,anquan
安全掣,anquanche
安全措施,anquancuoshi
安全帶,anquandai
安全带,anquandai
安全燈,anquandeng
安全灯,anquandeng
安全阀,anquanfa
安全閥,anquanfa
安全感,anquangan
安全局,anquanju
安全考慮,anquankaolv
安全考虑,anquankaolv
安全壳,anquanke
安全殼,anquanke
安全帽,anquanmao
安全期,anquanqi
安全气囊,anquanqinang
安全氣囊,anquanqinang
安全套,anquantao
安全网,anquanwang
安全網,anquanwang
安全问题,anquanwenti
安全問題,anquanwenti
安全無事,anquanwushi
安全无事,anquanwushi
安全無恙,anquanwuyang
安全无恙,anquanwuyang
安全無虞,anquanwuyu
安全无虞,anquanwuyu
安全性,anquanxing
安全眼罩,anquanyanzhao
安全与交换委员会,anquanyujiaohuanweiyuanhui
安全與交換委員會,anquanyujiaohuanweiyuanhui
安然,anran
安然無恙,anranwuyang
安然无恙,anranwuyang
安人,anren
安如磐石,anrupanshi
安如泰山,anrutaishan
安山岩,anshanyan
安设,anshe
安設,anshe
安身,anshen
安身立命,anshenliming
安神,anshen
安生,ansheng
安石榴,anshiliu
安适,anshi
安適,anshi
桉树,anshu
桉樹,anshu
安泰,antai
庵堂,antang
安替比林,antibilin
安土重遷,antuzhongqian
安土重迁,antuzhongqian
安危,anwei
安慰,anwei
安慰剂,anweiji
安慰劑,anweiji
安慰獎,anweijiang
安慰奖,anweijiang
安稳,anwen
安穩,anwen
安息,anxi
安息茴香,anxihuixiang
安息日,anxiri
安息香,anxixiang
安息香科,anxixiangke
安息香属,anxixiangshu
安息香屬,anxixiangshu
安息香脂,anxixiangzhi
安閑,anxian
安閒,anxian
安闲,anxian
安閑舒適,anxianshushi
安闲舒适,anxianshushi
安閑隨意,anxiansuiyi
安闲随意,anxiansuiyi
安閑自得,anxianzide
安闲自得,anxianzide
安閑自在,anxianzizai
安闲自在,anxianzizai
安祥,anxiang
安详,anxiang
安詳,anxiang
氨哮素,anxiaosu
安歇,anxie
安心,anxin
桉叶油,anyeyou
桉葉油,anyeyou
安逸,anyi
安營,anying
安营,anying
安營紮寨,anyingzhazhai
安营扎寨,anyingzhazhai
安於,anyu
安于,anyu
安于现状,anyuxianzhuang
安於現狀,anyuxianzhuang
安葬,anzang
安之若素,anzhiruosu
安置,anzhi
安裝,anzhuang
安装,anzhuang
安祖花,anzuhua
唵嘛呢叭咪吽,anmanibamihong
暗暗,anan
案板,anban
暗堡,anbao
岸邊,anbian
岸边,anbian
岸标,anbiao
岸標,anbiao
按兵不動,anbingbudong
按兵不动,anbingbudong
案兵束甲,anbingshujia
按步就班,anbujiuban
按部就班,anbujiuban
暗藏,ancang
按察,ancha
暗察明訪,anchamingfang
暗察明访,anchamingfang
暗娼,anchang
暗潮,anchao
案稱,ancheng
案称,ancheng
暗处,anchu
暗處,anchu
暗袋,andai
黯淡,andan
暗淡,andan
暗地,andi
暗地裡,andili
暗地里,andili
暗疔,anding
暗渡陈仓,anduchencang
暗渡陳倉,anduchencang
暗煅,anduan
案發,anfa
案发,anfa
暗访,anfang
暗訪,anfang
暗公鸟,angongniao
暗公鳥,angongniao
暗光鸟,anguangniao
暗光鳥,anguangniao
按规定,anguiding
按規定,anguiding
暗害,anhai
暗號,anhao
暗号,anhao
暗河,anhe
暗盒,anhe
暗合,anhe
暗花兒,anhuaer
暗花儿,anhuaer
胺基酸,anjisuan
暗疾,anji
暗记,anji
暗記,anji
按季,anji
案甲休兵,anjiaxiubing
按键,anjian
按鍵,anjian
案件,anjian
暗箭,anjian
按鍵音,anjianyin
按键音,anjianyin
暗间儿,anjianer
暗間兒,anjianer
暗礁,anjiao
按揭,anjie
暗經,anjing
暗经,anjing
暗井,anjing
暗記兒,anjier
暗记儿,anjier
案卷,anjuan
暗虧,ankui
暗亏,ankui
按劳分配,anlaofenpei
按勞分配,anlaofenpei
按理,anli
按理說,anlishuo
按理说,anlishuo
案例,anli
按立,anli
案例法,anlifa
按立憲治國,anlixianzhiguo
按立宪治国,anlixianzhiguo
暗恋,anlian
暗戀,anlian
暗流,anliu
暗鷺,anlu
暗鹭,anlu
按脈,anmai
按脉,anmai
暗昧,anmei
按摩,anmo
按摩棒,anmobang
按納,anna
按捺,anna
按纳,anna
按捺不住,annabuzhu
按鈕,anniu
按钮,anniu
按期,anqi
暗器,anqi
按跷,anqiao
按蹻,anqiao
案情,anqing
岸然,anran
黯然,anran
黯然失色,anranshise
黯然销魂,anranxiaohun
黯然銷魂,anranxiaohun
按日,anri
暗杀,ansha
暗殺,ansha
暗伤,anshang
暗傷,anshang
岸上,anshang
按时,anshi
按時,anshi
按時間先後,anshijianxianhou
按时间先后,anshijianxianhou
暗室,anshi
暗示,anshi
暗適應,anshiying
暗适应,anshiying
案首,anshou
按手礼,anshouli
按手禮,anshouli
按說,anshuo
按说,anshuo
暗送秋波,ansongqiubo
暗算,ansuan
暗鎖,ansuo
暗锁,ansuo
暗滩,antan
暗灘,antan
暗探,antan
按天,antian
案頭,antou
案头,antou
按图索骥,antusuoji
按圖索驥,antusuoji
按蚊,anwen
案文,anwen
暗无天日,anwutianri
暗無天日,anwutianri
暗喜,anxi
按下,anxia
按下葫芦浮起瓢,anxiahulufuqipiao
按下葫蘆浮起瓢,anxiahulufuqipiao
暗線光譜,anxianguangpu
暗线光谱,anxianguangpu
暗箱,anxiang
暗箱操作,anxiangcaozuo
暗香疏影,anxiangshuying
暗想,anxiang
暗笑,anxiao
暗星云,anxingyun
暗星雲,anxingyun
按需,anxu
按需出版,anxuchuban
按需分配,anxufenpei
按压,anya
按壓,anya
案驗,anyan
案验,anyan
暗影,anying
案由,anyou
按语,anyu
按語,anyu
案語,anyu
案语,anyu
暗语,anyu
暗語,anyu
暗喻,anyu
按月,anyue
按照,anzhao
按照法律,anzhaofalv
按照计划,anzhaojihua
按照計劃,anzhaojihua
按照字面,anzhaozimian
按诊,anzhen
按診,anzhen
暗指,anzhi
暗滞,anzhi
暗滯,anzhi
按質定價,anzhidingjia
按质定价,anzhidingjia
暗中,anzhong
暗中监视,anzhongjianshi
暗中監視,anzhongjianshi
暗轉,anzhuan
暗转,anzhuan
暗自,anzi
案子,anzi
肮脏,angzang
骯髒,angzang
昂昂,angang
昂藏,angcang
昂奋,angfen
昂奮,angfen
昂贵,anggui
昂貴,anggui
昂然,angran
昂首,angshou
昂首阔步,angshoukuobu
昂首闊步,angshoukuobu
昂首挺胸,angshoutingxiong
昂揚,angyang
昂扬,angyang
盎然,angran
盎司,angsi
盎斯,angsi
凹岸,aoan
凹版,aoban
凹板,aoban
凹槽,aocao
凹雕,aodiao
凹洞,aodong
凹度,aodu
熬稃,aofu
凹痕,aohen
凹進,aojin
凹进,aojin
凹鏡,aojing
凹镜,aojing
凹坑,aokeng
凹面鏡,aomianjing
凹面镜,aomianjing
凹朴皮,aopopi
凹入,aoru
凹透镜,aotoujing
凹透鏡,aotoujing
凹凸,aotu
凹凸不平,aotubuping
凹凸形,aotuxing
凹凸轧花,aotuyahua
凹凸軋花,aotuyahua
凹凸印刷,aotuyinshua
凹纹,aowen
凹紋,aowen
凹陷,aoxian
凹線,aoxian
凹线,aoxian
嗷嗷待哺,aoaodaibu
鰲背負山,aobeifushan
鳌背负山,aobeifushan
鳌抃,aobian
鰲抃,aobian
熬膏,aogao
熬更守夜,aogengshouye
熬煎,aojian
獒犬,aoquan
翱翔,aoxiang
熬藥,aoyao
熬药,aoyao
熬夜,aoye
遨游,aoyou
遨遊,aoyou
敖遊,aoyou
敖游,aoyou
鏖战,aozhan
鏖戰,aozhan
螯肢,aozhi
襖子,aozi
袄子,aozi
傲岸,aoan
拗斷,aoduan
拗断,aoduan
傲骨,aogu
懊悔,aohui
奥迹,aoji
奧迹,aoji
拗口,aokou
拗口令,aokouling
傲立,aoli
傲慢,aoman
奥米伽,aomiga
奧米伽,aomiga
奧米可戎,aomikerong
奥米可戎,aomikerong
奥秘,aomi
奧祕,aomi
奥密克戎,aomikerong
奧密克戎,aomikerong
奥妙,aomiao
奧妙,aomiao
懊憹,aonao
懊惱,aonao
懊恼,aonao
傲睨,aoni
傲气,aoqi
傲氣,aoqi
傲然,aoran
傲人,aoren
懊喪,aosang
懊丧,aosang
傲視,aoshi
傲视,aoshi
奥特莱斯,aotelaisi
奧特萊斯,aotelaisi
坳陷,aoxian
拗陷,aoxian
奥援,aoyuan
奧援,aoyuan
傲自,aozi
鏊子,aozi
巴尔,baer
巴爾,baer
巴爾的摩,baerdimo
巴尔的摩,baerdimo
巴尔多禄茂,baerduolumao
巴爾多祿茂,baerduolumao
巴爾幹,baergan
巴尔干,baergan
巴尔干半岛,baerganbandao
巴爾幹半島,baerganbandao
巴尔喀什湖,baerkashihu
巴爾喀什湖,baerkashihu
巴尔克嫩德,baerkenende
巴爾克嫩德,baerkenende
巴爾舍夫斯基,baershefusiji
巴尔舍夫斯基,baershefusiji
巴爾扎克,baerzhake
巴尔扎克,baerzhake
八二丹,baerdan
八二三砲戰,baersanpaozhan
八二三炮战,baersanpaozhan
巴阿,baa
巴巴多斯,babaduosi
巴巴結結,babajiejie
巴巴结结,babajiejie
巴巴拉,babala
芭芭拉,babala
八八六,babaliu
峇峇娘惹,babaniangre
八佰伴,babaiban
八拜之交,babaizhijiao
八般头风,babantoufeng
八般頭風,babantoufeng
八宝,babao
八寶,babao
八寶丹,babaodan
八宝丹,babaodan
巴寶莉,babaoli
巴宝莉,babaoli
八宝山,babaoshan
八寶山,babaoshan
八宝山革命公墓,babaoshangeminggongmu
八寶山革命公墓,babaoshangeminggongmu
八宝眼药,babaoyanyao
八寶眼藥,babaoyanyao
巴贝多,babeiduo
巴貝多,babeiduo
八倍体,babeiti
八倍體,babeiti
巴贝西亚原虫病,babeixiyayuanchongbing
巴貝西亞原蟲病,babeixiyayuanchongbing
芭比,babi
巴比倫,babilun
巴比伦,babilun
巴比妥,babituo
巴闭,babi
巴閉,babi
八邊形,babianxing
八边形,babianxing
巴別塔,babieta
巴别塔,babieta
八步,babu
巴布尔,babuer
巴布爾,babuer
巴布拉族,babulazu
巴不能够,babunenggou
巴不能夠,babunenggou
八步区,babuqu
八步區,babuqu
巴布亚纽几内亚,babuyaniujineiya
巴布亞紐幾內亞,babuyaniujineiya
巴布亚新几内亚,babuyaxinjineiya
巴布亞新幾內亞,babuyaxinjineiya
巴布延群岛,babuyanqundao
巴布延群島,babuyanqundao
巴不得,babude
扒車,bache
扒车,bache
八成,bacheng
八冲,bachong
八沖,bachong
八重奏,bachongzou
巴楚,bachu
巴楚縣,bachuxian
巴楚县,bachuxian
八達嶺,badaling
八达岭,badaling
巴达木,badamu
巴達木,badamu
八達通,badatong
八达通,badatong
芭達雅,badaya
芭达雅,badaya
八大工業國組織,badagongyeguozuzhi
八大工业国组织,badagongyeguozuzhi
吧嗒,bada
八带鱼,badaiyu
八帶魚,badaiyu
八疸,badan
八疸身面黄,badanshenmianhuang
八疸身面黃,badanshenmianhuang
巴旦木,badanmu
巴旦杏,badanxing
八道江,badaojiang
八道江區,badaojiangqu
八道江区,badaojiangqu
八德,bade
巴德尔,badeer
巴德爾,badeer
八德市,badeshi
巴登,badeng
扒釘,bading
扒钉,bading
巴东,badong
巴東,badong
巴东县,badongxian
巴東縣,badongxian
笆斗,badou
巴斗,badou
巴豆,badou
巴豆殼,badouke
巴豆壳,badouke
巴豆属,badoushu
巴豆屬,badoushu
巴豆树,badoushu
巴豆樹,badoushu
八度,badu
八段锦,baduanjin
八段錦,baduanjin
巴伐利亞,bafaliya
巴伐利亚,bafaliya
八法,bafa
八法拳,bafaquan
八方,bafang
芭菲,bafei
八分音符,bafenyinfu
八分之一,bafenzhiyi
扒糞,bafen
扒粪,bafen
八风,bafeng
八風,bafeng
八風穴,bafengxue
八风穴,bafengxue
巴甫洛夫,bafuluofu
八纲,bagang
八綱,bagang
八綱辨證,bagangbianzheng
八纲辨证,bagangbianzheng
巴高望上,bagaowangshang
巴哥,bage
八哥,bage
八哥狗,bagegou
巴哥犬,bagequan
巴格达,bageda
巴格達,bageda
巴格兰,bagelan
巴格蘭,bagelan
巴格蘭省,bagelansheng
巴格兰省,bagelansheng
八哥儿,bageer
八哥兒,bageer
八公山,bagongshan
八公山区,bagongshanqu
八公山區,bagongshanqu
八股,bagu
八卦,bagua
八卦拳,baguaquan
八卦山,baguashan
八卦掌,baguazhang
八卦阵,baguazhen
八卦陣,baguazhen
八國集團,baguojituan
八国集团,baguojituan
八國聯軍,baguolianjun
八国联军,baguolianjun
巴哈馬,bahama
巴哈马,bahama
巴哈伊,bahayi
八行書,bahangshu
八行书,bahangshu
巴赫,bahe
疤痕,bahen
八會穴,bahuixue
八会穴,bahuixue
巴基斯坦,bajisitan
八級風,bajifeng
八级风,bajifeng
八级工,bajigong
八級工,bajigong
八級工資制,bajigongzizhi
八级工资制,bajigongzizhi
八極拳,bajiquan
八极拳,bajiquan
巴戟,baji
巴唧,baji
巴唧巴唧,bajibaji
吧唧吧唧,bajibaji
芭蕉,bajiao
芭蕉扇,bajiaoshan
八角,bajiao
八角床,bajiaochuang
八角楓,bajiaofeng
八角枫,bajiaofeng
八角茴香,bajiaohuixiang
八角街,bajiaojie
八角形,bajiaoxing
巴解,bajie
巴解组织,bajiezuzhi
巴解組織,bajiezuzhi
八戒,bajie
巴結,bajie
巴结,bajie
巴金,bajin
巴金森氏症,bajinsenshizheng
八进制,bajinzhi
八進制,bajinzhi
八九不離十,bajiubulishi
八九不离十,bajiubulishi
扒开,bakai
八开,bakai
八開,bakai
扒開,bakai
巴克科思,bakekesi
巴克莱,bakelai
巴克萊,bakelai
巴克莱银行,bakelaiyinhang
巴克萊銀行,bakelaiyinhang
巴克夏猪,bakexiazhu
巴克夏豬,bakexiazhu
巴控克什米尔,bakongkeshimier
巴控克什米爾,bakongkeshimier
巴枯寧主義,bakuningzhuyi
巴枯宁主义,bakuningzhuyi
八苦,baku
巴库,baku
巴庫,baku
八块腹肌,bakuaifuji
八塊腹肌,bakuaifuji
八廓,bakuo
八廓街,bakuojie
扒拉,bala
巴拉巴斯,balabasi
巴拉迪,baladi
叭啦狗,balagou
巴拉圭,balagui
巴拉基列夫,balajiliefu
巴拉克,balake
